LLM Rater
  Provider: anthropic
  Model: claude-sonnet-4-5
  Source: webcam
  RPM limit: 50
  Download timeout: 30s
  API timeout:      60s
  Skip rated: True
  Write to DB: True
  Dry run: False
  Verbose: False
  Output: ml/artifacts/llm_ratings/ratings_20260507_071316.csv
Connecting to Postgres…
  connected.
  Images to rate: 29611
[1/29611] record 66407: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 8.8s, total 9.1s)
[2381/29611] record 70283: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 2.9s, total 3.1s)
[2382/29611] record 70284: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.4s, total 3.6s)
[2383/29611] record 70285: q=0.55 sunset=True conf=0.70  (dl 0.2s, api 3.0s, total 3.2s)
[2384/29611] record 70286: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.4s, total 2.6s)
[2385/29611] record 70287: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.8s, total 3.9s)
[2386/29611] record 70288: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.2s, total 3.3s)
[2387/29611] record 70289: q=0.35 sunset=True conf=0.70  (dl 0.1s, api 6.7s, total 6.9s)
[2388/29611] record 70290: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.1s, total 3.3s)
[2389/29611] record 70291: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.5s, total 3.7s)
[2390/29611] record 70292: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.7s, total 2.9s)
[2391/29611] record 70293: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.1s, total 3.3s)
[2392/29611] record 70294: q=0.78 sunset=True conf=0.85  (dl 0.2s, api 5.5s, total 5.7s)
[2393/29611] record 70295: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.7s, total 3.9s)
[2394/29611] record 70296: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.0s, total 3.2s)
[2395/29611] record 70297: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 4.1s, total 4.2s)
[2396/29611] record 70298: q=0.65 sunset=True conf=0.75  (dl 0.3s, api 3.4s, total 3.7s)
[2397/29611] record 70299: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.4s, total 3.5s)
[2398/29611] record 70300: q=0.35 sunset=True conf=0.70  (dl 0.1s, api 3.8s, total 3.9s)
[2399/29611] record 70301: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.3s, total 2.5s)
[2400/29611] record 70302: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.3s, total 3.5s)
[2401/29611] record 70303: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.3s, total 3.5s)
[2402/29611] record 70304: q=0.25 sunset=True conf=0.70  (dl 0.2s, api 3.8s, total 4.0s)
[2403/29611] record 70305: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.7s, total 3.9s)
[2404/29611] record 70306: q=0.72 sunset=True conf=0.85  (dl 0.2s, api 4.1s, total 4.2s)
[2405/29611] record 70307: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.8s, total 3.9s)
[2406/29611] record 70308: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.2s, total 3.4s)
[2407/29611] record 70309: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[2408/29611] record 70310: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.0s, total 3.1s)
[2409/29611] record 70311: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.5s, total 2.7s)
[2410/29611] record 70312: q=0.72 sunset=True conf=0.85  (dl 0.2s, api 3.5s, total 3.7s)
[2411/29611] record 70313: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 4.3s, total 4.4s)
[2412/29611] record 70314: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.5s, total 3.7s)
[2413/29611] record 70315: q=0.00 sunset=False conf=1.00  (dl 0.3s, api 2.3s, total 2.5s)
[2414/29611] record 70316: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[2415/29611] record 70317: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 2.7s, total 3.0s)
[2416/29611] record 70318: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.6s, total 2.8s)
[2417/29611] record 70319: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.4s, total 3.6s)
[2418/29611] record 70320: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[2419/29611] record 70321: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.4s, total 2.6s)
[2420/29611] record 70322: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 3.3s, total 3.5s)
[2421/29611] record 70323: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 4.0s, total 4.2s)
[2422/29611] record 70324: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.4s, total 2.6s)
[2423/29611] record 70325: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[2424/29611] record 70326: q=0.72 sunset=True conf=0.75  (dl 0.2s, api 4.0s, total 4.2s)
[2425/29611] record 70327: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.4s, total 3.5s)
[2426/29611] record 70328: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.7s, total 3.9s)
[2427/29611] record 70329: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[2428/29611] record 70330: q=0.45 sunset=True conf=0.75  (dl 0.1s, api 3.2s, total 3.4s)
[2429/29611] record 70331: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.2s, total 3.4s)
[2430/29611] record 70332: q=0.35 sunset=True conf=0.60  (dl 0.2s, api 3.4s, total 3.5s)
[2431/29611] record 70333: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[2432/29611] record 70334: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 3.0s, total 3.3s)
[2433/29611] record 70335: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 6.7s, total 6.9s)
[2434/29611] record 70336: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 3.8s, total 3.9s)
[2435/29611] record 70337: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 5.3s, total 5.5s)
[2436/29611] record 70338: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 2.8s, total 3.0s)
[2437/29611] record 70339: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.6s, total 2.7s)
[2438/29611] record 70340: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 3.1s, total 3.3s)
[2439/29611] record 70341: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 3.1s, total 3.3s)
[2440/29611] record 70342: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.0s, total 3.1s)
[2441/29611] record 70343: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.2s, total 3.4s)
[2442/29611] record 70344: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.4s)
[2443/29611] record 70345: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[2444/29611] record 70346: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 6.2s, total 6.4s)
[2445/29611] record 70347: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[2446/29611] record 70348: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.2s)
[2447/29611] record 70349: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[2448/29611] record 70350: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[2449/29611] record 70351: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.9s, total 4.1s)
[2450/29611] record 70352: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.2s, total 3.4s)
[2451/29611] record 70353: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 6.5s, total 6.6s)
[2452/29611] record 70354: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[2453/29611] record 70355: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[2454/29611] record 70356: q=0.00 sunset=False conf=0.95  (dl 0.5s, api 2.6s, total 3.1s)
[2455/29611] record 70357: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.5s, total 3.7s)
[2456/29611] record 70358: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 4.5s, total 4.7s)
[2457/29611] record 70359: q=0.00 sunset=False conf=1.00  (dl 0.1s, api 3.2s, total 3.3s)
[2458/29611] record 70360: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.8s)
[2459/29611] record 70361: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 2.9s, total 3.1s)
[2460/29611] record 70362: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.0s, total 3.2s)
[2461/29611] record 70363: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 3.0s, total 3.2s)
[2462/29611] record 70364: q=0.00 sunset=False conf=1.00  (dl 0.1s, api 3.3s, total 3.4s)
[2463/29611] record 70365: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.8s, total 3.0s)
[2464/29611] record 70366: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.8s, total 3.9s)
[2465/29611] record 70367: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.3s, total 3.5s)
[2466/29611] record 70368: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.0s, total 3.3s)
[2467/29611] record 70369: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[2468/29611] record 70370: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 5.3s, total 5.5s)
[2469/29611] record 70371: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.2s, total 3.3s)
[2470/29611] record 70372: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 4.3s, total 4.5s)
[2471/29611] record 70373: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.5s, total 2.7s)
[2472/29611] record 70374: q=0.45 sunset=True conf=0.75  (dl 0.3s, api 4.4s, total 4.6s)
[2473/29611] record 70375: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.6s, total 2.8s)
[2474/29611] record 70376: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.9s, total 4.1s)
[2475/29611] record 70377: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[2476/29611] record 70378: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[2477/29611] record 70379: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[2478/29611] record 70380: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[2479/29611] record 70381: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.4s, total 3.5s)
[2480/29611] record 70382: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 2.9s, total 3.1s)
[2481/29611] record 70383: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.4s, total 3.6s)
[2482/29611] record 70384: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 3.6s, total 3.8s)
[2483/29611] record 70385: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[2484/29611] record 70386: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[2485/29611] record 70387: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.6s, total 2.9s)
[2486/29611] record 70388: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[2487/29611] record 70389: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.4s)
[2488/29611] record 70390: q=0.35 sunset=True conf=0.60  (dl 0.2s, api 3.2s, total 3.3s)
[2489/29611] record 70391: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 2.9s, total 3.1s)
[2490/29611] record 70392: q=0.45 sunset=True conf=0.75  (dl 0.4s, api 4.1s, total 4.5s)
[2491/29611] record 70393: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.4s)
[2492/29611] record 70394: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.5s, total 3.6s)
[2493/29611] record 70395: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 3.3s, total 3.4s)
[2494/29611] record 70396: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[2495/29611] record 70397: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 3.5s, total 3.7s)
[2496/29611] record 70398: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[2497/29611] record 70399: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[2498/29611] record 70400: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[2499/29611] record 70401: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.9s, total 4.1s)
[2500/29611] record 70402: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[2501/29611] record 70403: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 5.1s, total 5.3s)
[2502/29611] record 70404: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 4.9s, total 5.1s)
[2503/29611] record 70405: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 4.0s, total 4.2s)
[2504/29611] record 70406: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[2505/29611] record 70407: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.4s, total 3.6s)
[2506/29611] record 70408: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 2.9s, total 3.1s)
[2507/29611] record 70409: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[2508/29611] record 70410: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.5s, total 3.7s)
[2509/29611] record 70411: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[2510/29611] record 70412: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.4s)
[2511/29611] record 70413: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.3s, total 3.5s)
[2512/29611] record 70414: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[2513/29611] record 70415: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.6s, total 3.8s)
[2514/29611] record 70416: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[2515/29611] record 70417: q=0.45 sunset=True conf=0.60  (dl 0.2s, api 4.3s, total 4.4s)
[2516/29611] record 70418: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[2517/29611] record 70419: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[2518/29611] record 70420: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 3.5s, total 3.7s)
[2519/29611] record 70421: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 3.0s, total 3.2s)
[2520/29611] record 70422: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[2521/29611] record 70423: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.8s, total 3.0s)
[2522/29611] record 70424: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[2523/29611] record 70425: q=0.65 sunset=True conf=0.70  (dl 0.2s, api 4.2s, total 4.4s)
[2524/29611] record 70426: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 2.9s)
[2525/29611] record 70427: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.7s, total 3.9s)
[2526/29611] record 70428: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 3.3s, total 3.4s)
[2527/29611] record 70429: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[2528/29611] record 70430: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.1s, total 4.2s)
[2529/29611] record 70431: q=0.00 sunset=False conf=0.98  (dl 0.2s, api 3.7s, total 3.9s)
[2530/29611] record 70432: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 7.2s, total 7.4s)
[2531/29611] record 70433: q=0.65 sunset=True conf=0.70  (dl 0.2s, api 3.6s, total 3.7s)
[2532/29611] record 70434: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.6s)
[2533/29611] record 70435: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.5s, total 2.7s)
[2534/29611] record 70436: q=0.72 sunset=True conf=0.85  (dl 0.2s, api 3.4s, total 3.6s)
[2535/29611] record 70437: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.4s, total 2.6s)
[2536/29611] record 70438: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 4.0s, total 4.2s)
[2537/29611] record 70439: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[2538/29611] record 70440: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.4s)
[2539/29611] record 70441: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 2.6s, total 2.8s)
[2540/29611] record 70442: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.2s, total 3.4s)
[2541/29611] record 70443: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.0s, total 3.2s)
[2542/29611] record 70444: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.5s, total 3.7s)
[2543/29611] record 70445: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 3.3s, total 3.5s)
[2544/29611] record 70446: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 3.7s, total 3.9s)
[2545/29611] record 70447: q=0.72 sunset=True conf=0.85  (dl 3.3s, api 4.3s, total 7.6s)
  Retry 1/3 after 2s: Extra data: line 14 column 1 (char 407)
  Retry 2/3 after 4s: Extra data: line 14 column 1 (char 414)
[2546/29611] record 70448: q=0.55 sunset=True conf=0.70  (dl 0.2s, api 26.1s, total 26.3s)
[2547/29611] record 70449: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 4.1s, total 4.3s)
[2548/29611] record 70450: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.3s, total 3.5s)
[2549/29611] record 70451: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.9s, total 4.0s)
[2550/29611] record 70452: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.4s, total 2.7s)
[2551/29611] record 70453: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.4s, total 2.6s)
[2552/29611] record 70454: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.3s, total 3.4s)
[2553/29611] record 70455: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.6s, total 3.8s)
[2554/29611] record 70456: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 2.7s, total 2.9s)
[2555/29611] record 70457: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.3s, total 4.5s)
[2556/29611] record 70458: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.4s, total 3.6s)
[2557/29611] record 70459: q=0.72 sunset=True conf=0.85  (dl 0.2s, api 3.9s, total 4.1s)
[2558/29611] record 70460: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 4.2s, total 4.3s)
[2559/29611] record 70461: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.7s, total 3.9s)
[2560/29611] record 70462: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 7.6s, total 7.8s)
[2561/29611] record 70463: q=0.25 sunset=True conf=0.70  (dl 0.2s, api 3.4s, total 3.6s)
[2562/29611] record 70464: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.4s)
[2563/29611] record 70465: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.3s, total 2.5s)
[2564/29611] record 70466: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 2.9s, total 3.0s)
[2565/29611] record 70467: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.5s, total 3.7s)
[2566/29611] record 70468: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 6.1s, total 6.2s)
[2567/29611] record 70469: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.6s, total 3.8s)
[2568/29611] record 70470: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 3.6s, total 3.8s)
[2569/29611] record 70471: q=0.25 sunset=True conf=0.70  (dl 0.2s, api 3.4s, total 3.6s)
[2570/29611] record 70472: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[2571/29611] record 70473: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 2.6s, total 2.8s)
[2572/29611] record 70474: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.0s)
[2573/29611] record 70475: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 3.5s, total 3.8s)
[2574/29611] record 70476: q=0.45 sunset=True conf=0.70  (dl 0.3s, api 3.4s, total 3.6s)
[2575/29611] record 70477: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[2576/29611] record 70478: q=0.72 sunset=True conf=0.75  (dl 0.2s, api 4.0s, total 4.2s)
[2577/29611] record 70479: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.0s, total 3.2s)
[2578/29611] record 70480: q=0.25 sunset=True conf=0.70  (dl 0.1s, api 3.1s, total 3.2s)
[2579/29611] record 70481: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.1s)
[2580/29611] record 70482: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.7s, total 2.9s)
[2581/29611] record 70483: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.7s, total 3.9s)
[2582/29611] record 70484: q=0.45 sunset=True conf=0.75  (dl 0.3s, api 3.2s, total 3.5s)
[2583/29611] record 70485: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.9s, total 3.1s)
[2584/29611] record 70486: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.3s, total 3.5s)
[2585/29611] record 70487: q=0.72 sunset=True conf=0.85  (dl 0.2s, api 4.0s, total 4.1s)
[2586/29611] record 70488: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.3s, total 3.5s)
[2587/29611] record 70489: q=0.25 sunset=True conf=0.70  (dl 0.1s, api 3.5s, total 3.6s)
[2588/29611] record 70490: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.4s, total 3.6s)
[2589/29611] record 70491: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 5.2s, total 5.3s)
[2590/29611] record 70492: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.6s, total 3.8s)
[2591/29611] record 70493: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 6.2s, total 6.4s)
[2592/29611] record 70494: q=0.45 sunset=True conf=0.75  (dl 0.3s, api 3.8s, total 4.1s)
[2593/29611] record 70495: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.2s, total 3.4s)
[2594/29611] record 70496: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 7.5s, total 7.6s)
[2595/29611] record 70497: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.8s, total 4.0s)
[2596/29611] record 70498: q=0.72 sunset=True conf=0.75  (dl 0.3s, api 3.6s, total 3.9s)
[2597/29611] record 70499: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[2598/29611] record 70500: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[2599/29611] record 70501: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.4s)
[2600/29611] record 70502: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 3.7s, total 3.9s)
[2601/29611] record 70503: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[2602/29611] record 70504: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.8s, total 4.0s)
[2603/29611] record 70505: q=0.05 sunset=False conf=0.90  (dl 0.2s, api 4.4s, total 4.6s)
[2604/29611] record 70506: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.1s, total 3.3s)
[2605/29611] record 70507: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.2s, total 3.4s)
[2606/29611] record 70508: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[2607/29611] record 70509: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[2608/29611] record 70510: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 5.3s, total 5.5s)
[2609/29611] record 70511: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[2610/29611] record 70512: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 7.4s, total 7.6s)
[2611/29611] record 70513: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.8s)
[2612/29611] record 70514: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.3s, total 3.5s)
[2613/29611] record 70515: q=0.05 sunset=False conf=0.90  (dl 0.2s, api 3.8s, total 4.0s)
[2614/29611] record 70516: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 3.0s, total 3.2s)
[2615/29611] record 70517: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.8s, total 4.0s)
[2616/29611] record 70518: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.4s, total 3.6s)
[2617/29611] record 70519: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 3.3s, total 3.6s)
[2618/29611] record 70520: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.8s, total 4.0s)
[2619/29611] record 70521: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.4s, total 3.7s)
[2620/29611] record 70522: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 2.9s, total 3.1s)
[2621/29611] record 70523: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.4s)
[2622/29611] record 70524: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.4s, total 2.6s)
[2623/29611] record 70525: q=0.05 sunset=False conf=0.90  (dl 0.2s, api 3.8s, total 4.0s)
[2624/29611] record 70526: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.0s, total 4.2s)
[2625/29611] record 70527: q=0.25 sunset=True conf=0.70  (dl 0.2s, api 3.9s, total 4.2s)
[2626/29611] record 70528: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
